
SetupTitle, Family
PrimitiveTest, I/V Sweep
DataValue, 2.02, 0, 0, -2.3322000000000003E-06, 0.5366, 2.3341000000000002E-06
DataValue, 2.04, 0, 0, -2.4286000000000003E-06, 0.53948, 2.4419000000000003E-06
DataValue, 2.06, 0, 0, -2.5237E-06, 0.53999999999999992, 2.5275000000000004E-06
DataValue, 2.08, 0, 0, -2.6223000000000003E-06, 0.54428, 2.6220000000000005E-06
DataValue, 2.1, 0, 0, -2.7396000000000004E-06, 0.54743999999999993, 2.7447E-06
DataValue, 2.12, 0, 0, -2.8495000000000004E-06, 0.55052, 2.8525000000000002E-06
DataValue, 2.14, 0, 0, -2.9601000000000003E-06, 0.55387999999999993, 2.9446E-06
DataValue, 2.16, 0, 0, -3.0869000000000005E-06, 0.55648, 3.0835E-06
DataValue, 2.18, 0, 0, -3.2133000000000002E-06, 0.5594, 3.2157000000000004E-06
DataValue, 2.2, 0, 0, -3.3477E-06, 0.56224, 3.3444000000000005E-06
DataValue, 2.22, 0, 0, -3.4807000000000004E-06, 0.56608, 3.4826000000000003E-06
DataValue, 2.24, 0, 0, -3.6198000000000005E-06, 0.56963999999999992, 3.6282000000000003E-06
DataValue, 2.2600000000000002, 0, 0, -3.8409000000000008E-06, 0.5724, 3.7675000000000004E-06
DataValue, 2.2800000000000002, 0, 0, -3.9275E-06, 0.5764, 3.9237E-06
DataValue, 2.3000000000000003, 0, 0, -4.0791000000000005E-06, 0.5798, 4.0854000000000007E-06
DataValue, 2.32, 0, 0, -4.2665000000000006E-06, 0.58363999999999994, 4.2553000000000006E-06
DataValue, 2.34, 0, 0, -4.4223000000000008E-06, 0.58739999999999992, 4.4205E-06
DataValue, 2.36, 0, 0, -4.7315E-06, 0.59104, 4.6003000000000007E-06
DataValue, 2.38, 0, 0, -4.7780000000000007E-06, 0.59527999999999992, 4.7797E-06
DataValue, 2.4, 0, 0, -4.9721E-06, 0.59936, 4.9783E-06
DataValue, 2.42, 0, 0, -5.1707E-06, 0.6032, 5.1820000000000005E-06
DataValue, 2.44, 0, 0, -5.3932E-06, 0.60815999999999992, 5.3896000000000009E-06
DataValue, 2.46, 0, 0, -5.6049E-06, 0.61148, 5.6061E-06
DataValue, 2.48, 0, 0, -5.8207000000000009E-06, 0.61548, 5.8194000000000006E-06
DataValue, 2.5, 0, 0, -6.0742E-06, 0.61984, 6.068000000000001E-06
DataValue, 2.52, 0, 0, -6.3221000000000008E-06, 0.62396, 6.3135000000000006E-06
DataValue, 2.54, 0, 0, -6.5714E-06, 0.6288, 6.5722E-06
DataValue, 2.56, 0, 0, -7.0404E-06, 0.63247999999999993, 6.8507E-06
DataValue, 2.58, 0, 0, -7.1142000000000004E-06, 0.63768, 7.1555E-06
DataValue, 2.6, 0, 0, -7.4205E-06, 0.64223999999999992, 7.4077000000000011E-06
DataValue, 2.62, 0, 0, -7.6981E-06, 0.64696, 7.7229E-06
DataValue, 2.64, 0, 0, -8.0351E-06, 0.6522, 8.0437E-06
DataValue, 2.66, 0, 0, -8.4007E-06, 0.65648, 8.3636E-06
DataValue, 2.68, 0, 0, -8.7061000000000012E-06, 0.66128, 8.7146000000000012E-06
DataValue, 2.7, 0, 0, -9.0375000000000011E-06, 0.66648, 9.0662000000000014E-06
DataValue, 2.72, 0, 0, -9.432E-06, 0.67084, 9.4326E-06
DataValue, 2.74, 0, 0, -9.7801000000000014E-06, 0.67572, 9.844000000000001E-06
DataValue, 2.7600000000000002, 0, 0, -1.01947E-05, 0.68116, 1.0211200000000001E-05
DataValue, 2.7800000000000002, 0, 0, -1.0644600000000001E-05, 0.68556, 1.0653000000000001E-05
DataValue, 2.8000000000000003, 0, 0, -1.1121500000000002E-05, 0.69084, 1.1083500000000002E-05
DataValue, 2.82, 0, 0, -1.1614000000000001E-05, 0.69636, 1.1666E-05
DataValue, 2.84, 0, 0, -1.2112E-05, 0.70256, 1.2126E-05
DataValue, 2.86, 0, 0, -1.26E-05, 0.70856, 1.2626E-05
DataValue, 2.88, 0, 0, -1.3462000000000001E-05, 0.7136, 1.3444E-05
DataValue, 2.9, 0, 0, -1.3592000000000001E-05, 0.71848, 1.3628E-05
DataValue, 2.92, 0, 0, -1.4252E-05, 0.72512, 1.4230000000000001E-05
DataValue, 2.94, 0, 0, -1.4818000000000001E-05, 0.73027999999999993, 1.482E-05
DataValue, 2.96, 0, 0, -1.5326000000000002E-05, 0.73544, 1.5364E-05
DataValue, 2.98, 0, 0, -1.5974E-05, 0.7418, 1.6006000000000002E-05
DataValue, 3, 0, 0, -1.6662E-05, 0.74735999999999991, 1.674E-05
DataValue, 3.02, 0, 0, -1.7318E-05, 0.75303999999999993, 1.7332E-05
DataValue, 3.04, 0, 0, -1.7994E-05, 0.75952, 1.8056E-05
DataValue, 3.06, 0, 0, -1.8692E-05, 0.76576, 1.8750000000000002E-05
DataValue, 3.08, 0, 0, -1.9516E-05, 0.7712, 1.9492E-05
DataValue, 3.1, 0, 0, -2.0224E-05, 0.77691999999999994, 2.0342E-05
DataValue, 3.12, 0, 0, -2.1014000000000002E-05, 0.78252, 2.1170000000000002E-05
DataValue, 3.14, 0, 0, -2.1978000000000002E-05, 0.78867999999999994, 2.1934E-05
DataValue, 3.16, 0, 0, -2.283E-05, 0.79508, 2.2872E-05
DataValue, 3.18, 0, 0, -2.3752000000000002E-05, 0.80175999999999992, 2.3754E-05
DataValue, 3.2, 0, 0, -2.4724000000000002E-05, 0.80804, 2.464E-05
DataValue, 3.22, 0, 0, -2.5782E-05, 0.81504, 2.5658E-05
DataValue, 3.24, 0, 0, -2.676E-05, 0.821, 2.6850000000000002E-05
DataValue, 3.2600000000000002, 0, 0, -2.7758E-05, 0.82724, 2.7740000000000002E-05
DataValue, 3.2800000000000002, 0, 0, -2.8924E-05, 0.83392, 2.8856E-05
DataValue, 3.3000000000000003, 0, 0, -2.992E-05, 0.84027999999999992, 2.9946E-05
DataValue, 3.3200000000000003, 0, 0, -3.1066000000000004E-05, 0.84764, 3.1046E-05
DataValue, 3.34, 0, 0, -3.2468E-05, 0.85464, 3.2394E-05
DataValue, 3.36, 0, 0, -3.3742E-05, 0.86091999999999991, 3.3692E-05
DataValue, 3.38, 0, 0, -3.4934E-05, 0.86791999999999991, 3.4986E-05
DataValue, 3.4, 0, 0, -3.6326000000000004E-05, 0.87476, 3.6434000000000004E-05
DataValue, 3.42, 0, 0, -3.7816E-05, 0.88172, 3.7760000000000004E-05
DataValue, 3.44, 0, 0, -3.9288E-05, 0.8886, 3.9302000000000004E-05
DataValue, 3.46, 0, 0, -4.0678E-05, 0.89516, 4.0802E-05
DataValue, 3.48, 0, 0, -4.2344E-05, 0.90308, 4.2282E-05
DataValue, 3.5, 0, 0, -4.3842000000000005E-05, 0.91004, 4.3882000000000004E-05
DataValue, 3.52, 0, 0, -4.5646E-05, 0.91672, 4.5668000000000004E-05
DataValue, 3.54, 0, 0, -4.7376E-05, 0.92436, 4.7396000000000005E-05
DataValue, 3.56, 0, 0, -4.9182000000000004E-05, 0.93172, 4.9174E-05
DataValue, 3.58, 0, 0, -5.1304E-05, 0.93924, 5.121E-05
DataValue, 3.6, 0, 0, -5.3116000000000004E-05, 0.94636, 5.3138000000000005E-05
DataValue, 3.62, 0, 0, -5.475E-05, 0.95356, 5.487E-05
DataValue, 3.64, 0, 0, -5.6824000000000003E-05, 0.96188, 5.69E-05
DataValue, 3.66, 0, 0, -5.8934E-05, 0.96895999999999993, 5.8926000000000005E-05
DataValue, 3.68, 0, 0, -6.1104E-05, 0.97692, 6.1472E-05
DataValue, 3.7, 0, 0, -6.3662E-05, 0.98447999999999991, 6.3722E-05
DataValue, 3.72, 0, 0, -6.5456E-05, 0.9924, 6.5664E-05
DataValue, 3.74, 0, 0, -6.8232E-05, 1.0002, 6.8394E-05
DataValue, 3.7600000000000002, 0, 0, -7.0636E-05, 1.008, 7.0482000000000007E-05
DataValue, 3.7800000000000002, 0, 0, -7.3376E-05, 1.01716, 7.3524E-05
DataValue, 3.8000000000000003, 0, 0, -7.5622E-05, 1.0246, 7.5682E-05
DataValue, 3.8200000000000003, 0, 0, -7.8434E-05, 1.03192, 7.8624E-05
DataValue, 3.84, 0, 0, -8.1146E-05, 1.04, 8.1046E-05
DataValue, 3.86, 0, 0, -8.3684000000000007E-05, 1.048, 8.4276E-05
DataValue, 3.88, 0, 0, -8.672E-05, 1.05676, 8.7506E-05
DataValue, 3.9, 0, 0, -8.9792E-05, 1.06484, 9.0334E-05
DataValue, 3.92, 0, 0, -9.2818E-05, 1.07308, 9.3076E-05
DataValue, 3.94, 0, 0, -9.6278E-05, 1.08184, 9.7872E-05
DataValue, 3.96, 0, 0, -9.938E-05, 1.08996, 9.9288E-05
DataValue, 3.98, 0, 0, -0.00010251800000000001, 1.099, 0.00010266600000000001
DataValue, 4, 0, 0, -0.00010618800000000001, 1.10816, 0.000105946
DataValue, 0, 2.5E-05, 0, 2.0665E-09, 0.17007999999999998, -2.5008000000000002E-05
DataValue, 0.02, 2.5E-05, 0, -2.8184E-09, 0.19019999999999998, -2.498E-05
DataValue, 0.04, 2.5E-05, 0, -8.568E-10, 0.21259999999999998, -2.5E-05
DataValue, 0.06, 2.5E-05, 0, 1.6484E-09, 0.23243999999999998, -2.5004E-05
DataValue, 0.08, 2.5E-05, 0, -2.275E-09, 0.251, -2.499E-05
DataValue, 0.1, 2.5E-05, 0, -4.0522E-09, 0.27083999999999997, -2.4998E-05
DataValue, 0.12, 2.5E-05, 0, -1.8535E-09, 0.29244, -2.5014E-05
DataValue, 0.14, 2.5E-05, 0, -3.0957E-09, 0.311, -2.4988000000000002E-05
DataValue, 0.16, 2.5E-05, 0, -1.01257E-08, 0.32927999999999996, -2.4972E-05
DataValue, 0.18, 2.5E-05, 0, -1.43358E-08, 0.35303999999999996, -2.4982000000000002E-05
DataValue, 0.2, 2.5E-05, 0, -3.0988E-08, 0.37048, -2.497E-05
DataValue, 0.22, 2.5E-05, 0, -5.6461199999999996E-08, 0.39092, -2.4954000000000002E-05
DataValue, 0.24, 2.5E-05, 0, -9.8199599999999984E-08, 0.4102, -2.4904E-05
DataValue, 0.26, 2.5E-05, 0, -1.8102E-07, 0.4324, -2.482E-05
DataValue, 0.28, 2.5E-05, 0, -3.3572E-07, 0.44988, -2.4666E-05
DataValue, 0.3, 2.5E-05, 0, -5.604E-07, 0.47075999999999996, -2.4448E-05
DataValue, 0.32, 2.5E-05, 0, -8.7422E-07, 0.48968, -2.4068E-05
DataValue, 0.34, 2.5E-05, 0, -1.2999E-06, 0.5104, -2.362E-05
DataValue, 0.36, 2.5E-05, 0, -1.9793000000000003E-06, 0.53188, -2.3E-05
DataValue, 0.38, 2.5E-05, 0, -2.7143000000000004E-06, 0.55172, -2.2292E-05
DataValue, 0.4, 2.5E-05, 0, -3.4995000000000005E-06, 0.56992, -2.1478E-05
DataValue, 0.42, 2.5E-05, 0, -4.402E-06, 0.58672, -2.0490000000000002E-05
DataValue, 0.44, 2.5E-05, 0, -5.2876000000000008E-06, 0.60859999999999992, -1.983E-05
DataValue, 0.46, 2.5E-05, 0, -6.496400000000001E-06, 0.62859999999999994, -1.8492000000000002E-05
DataValue, 0.48, 2.5E-05, 0, -7.6605E-06, 0.64788, -1.72E-05
DataValue, 0.5, 2.5E-05, 0, -9.0365E-06, 0.66484, -1.5734000000000002E-05
DataValue, 0.52, 2.5E-05, 0, -1.0844000000000002E-05, 0.68312, -1.4232E-05
DataValue, 0.54, 2.5E-05, 0, -1.2642E-05, 0.70539999999999992, -1.2646E-05
DataValue, 0.56, 2.5E-05, 0, -1.4466E-05, 0.72251999999999994, -1.0668E-05
DataValue, 0.58, 2.5E-05, 0, -1.6498E-05, 0.74488, -8.609E-06
DataValue, 0.6, 2.5E-05, 0, -1.8862E-05, 0.76216, -6.0527000000000005E-06
DataValue, 0.62, 2.5E-05, 0, -2.1996E-05, 0.78423999999999994, -2.9612E-06
DataValue, 0.64, 2.5E-05, 0, -2.4658E-05, 0.80299999999999994, -2.5572E-07
DataValue, 0.66, 2.5E-05, 0, -2.767E-05, 0.82136, 2.8730000000000003E-06
DataValue, 0.68, 2.5E-05, 0, -3.2112E-05, 0.8418, 6.3742000000000007E-06
DataValue, 0.70000000000000007, 2.5E-05, 0, -3.4976E-05, 0.85815999999999992, 1.0031900000000001E-05
DataValue, 0.72, 2.5E-05, 0, -3.9856E-05, 0.87612, 1.4900000000000001E-05
DataValue, 0.74, 2.5E-05, 0, -4.3952E-05, 0.89867999999999992, 1.9142E-05
DataValue, 0.76, 2.5E-05, 0, -4.8878E-05, 0.91819999999999991, 2.383E-05
DataValue, 0.78, 2.5E-05, 0, -5.4238000000000005E-05, 0.93504, 2.8572E-05
DataValue, 0.8, 2.5E-05, 0, -5.9526E-05, 0.95412, 3.4378E-05
DataValue, 0.82000000000000006, 2.5E-05, 0, -6.638E-05, 0.9738, 4.054E-05
DataValue, 0.84, 2.5E-05, 0, -7.1378E-05, 0.99147999999999992, 4.6632000000000003E-05
DataValue, 0.86, 2.5E-05, 0, -7.7502E-05, 1.01108, 5.3662E-05
DataValue, 0.88, 2.5E-05, 0, -8.5682E-05, 1.0302, 6.1166E-05
DataValue, 0.9, 2.5E-05, 0, -9.2544E-05, 1.04748, 6.8226000000000007E-05
DataValue, 0.92, 2.5E-05, 0, -0.000101598, 1.06592, 7.6136E-05
DataValue, 0.94000000000000006, 2.5E-05, 0, -0.000109176, 1.08496, 8.4964000000000008E-05
DataValue, 0.96, 2.5E-05, 0, -0.00011828000000000001, 1.10152, 9.2900000000000008E-05
DataValue, 0.98, 2.5E-05, 0, -0.00012672, 1.11652, 0.000103096
DataValue, 1, 2.5E-05, 0, -0.00013778, 1.13656, 0.00011177600000000001
DataValue, 1.02, 2.5E-05, 0, -0.00014874000000000002, 1.15392, 0.0001231
DataValue, 1.04, 2.5E-05, 0, -0.00015784000000000002, 1.17108, 0.00013186
DataValue, 1.06, 2.5E-05, 0, -0.00016618, 1.18776, 0.00014202
DataValue, 1.08, 2.5E-05, 0, -0.00017588, 1.1984, 0.00015176
DataValue, 1.1, 2.5E-05, 0, -0.00018662, 1.2186, 0.00016238
DataValue, 1.12, 2.5E-05, 0, -0.00019772000000000003, 1.23132, 0.0001741
DataValue, 1.1400000000000001, 2.5E-05, 0, -0.00020948, 1.2489999999999999, 0.00018418000000000002
DataValue, 1.16, 2.5E-05, 0, -0.00021796, 1.2611599999999998, 0.00019292000000000002
DataValue, 1.18, 2.5E-05, 0, -0.00023224, 1.2773999999999999, 0.00020546
DataValue, 1.2, 2.5E-05, 0, -0.00023920000000000001, 1.29008, 0.00021596
DataValue, 1.22, 2.5E-05, 0, -0.00024858000000000004, 1.30144, 0.00022362
DataValue, 1.24, 2.5E-05, 0, -0.00025382000000000003, 1.30752, 0.00022898000000000002
DataValue, 1.26, 2.5E-05, 0, -0.00025942, 1.3147199999999999, 0.00023478000000000003
DataValue, 1.28, 2.5E-05, 0, -0.00026416, 1.3202, 0.00023884
DataValue, 1.3, 2.5E-05, 0, -0.00026728, 1.32352, 0.00024212000000000002
DataValue, 1.32, 2.5E-05, 0, -0.00026952000000000004, 1.32768, 0.00024488
DataValue, 1.34, 2.5E-05, 0, -0.0002709, 1.3289199999999999, 0.00024578
DataValue, 1.36, 2.5E-05, 0, -0.00027124, 1.3304799999999999, 0.00024684
DataValue, 1.3800000000000001, 2.5E-05, 0, -0.00027178, 1.331, 0.00024768
DataValue, 1.4000000000000001, 2.5E-05, 0, -0.00027204000000000003, 1.3326, 0.00024670000000000003
DataValue, 1.42, 2.5E-05, 0, -0.00027232, 1.3333599999999999, 0.00024774000000000004
DataValue, 1.44, 2.5E-05, 0, -0.00027268, 1.33436, 0.00024776
DataValue, 1.46, 2.5E-05, 0, -0.000272, 1.33432, 0.00024772
DataValue, 1.48, 2.5E-05, 0, -0.00027298000000000003, 1.33592, 0.00024778
DataValue, 1.5, 2.5E-05, 0, -0.0002731, 1.33696, 0.00024778
DataValue, 1.52, 2.5E-05, 0, -0.00027268, 1.3377599999999998, 0.00024784000000000004
DataValue, 1.54, 2.5E-05, 0, -0.00027302, 1.33916, 0.00024826000000000004
DataValue, 1.56, 2.5E-05, 0, -0.000273, 1.3394, 0.00024828000000000003
DataValue, 1.58, 2.5E-05, 0, -0.00027312, 1.34016, 0.00024774000000000004
DataValue, 1.6, 2.5E-05, 0, -0.00027286000000000004, 1.34124, 0.00024794000000000004
DataValue, 1.62, 2.5E-05, 0, -0.00027344, 1.3424, 0.00024788
DataValue, 1.6400000000000001, 2.5E-05, 0, -0.00027282, 1.34236, 0.00024804
DataValue, 1.6600000000000001, 2.5E-05, 0, -0.00027328000000000004, 1.34388, 0.00024866
DataValue, 1.68, 2.5E-05, 0, -0.00027354, 1.34448, 0.00024828000000000003
DataValue, 1.7, 2.5E-05, 0, -0.00027334, 1.3452, 0.00024842
DataValue, 1.72, 2.5E-05, 0, -0.00027386, 1.3466399999999998, 0.00024874
DataValue, 1.74, 2.5E-05, 0, -0.00027356, 1.34728, 0.00024884
DataValue, 1.76, 2.5E-05, 0, -0.00027390000000000004, 1.34792, 0.00024972000000000004
DataValue, 1.78, 2.5E-05, 0, -0.00027382000000000003, 1.3488, 0.00024914
DataValue, 1.8, 2.5E-05, 0, -0.00027426, 1.3494, 0.00024902
DataValue, 1.82, 2.5E-05, 0, -0.00027374, 1.3504399999999999, 0.00024900000000000004
DataValue, 1.84, 2.5E-05, 0, -0.00027378, 1.3512, 0.00024938
DataValue, 1.86, 2.5E-05, 0, -0.00027444000000000004, 1.35232, 0.00024958
DataValue, 1.8800000000000001, 2.5E-05, 0, -0.00027468, 1.3533199999999999, 0.00024912000000000003
DataValue, 1.9000000000000001, 2.5E-05, 0, -0.00027408, 1.3548799999999999, 0.00024908
DataValue, 1.92, 2.5E-05, 0, -0.00027454000000000004, 1.3554, 0.00024944
DataValue, 1.94, 2.5E-05, 0, -0.00027508000000000003, 1.35676, 0.00024946
DataValue, 1.96, 2.5E-05, 0, -0.00027508000000000003, 1.35772, 0.00024968
DataValue, 1.98, 2.5E-05, 0, -0.00027528000000000003, 1.35924, 0.00025018
DataValue, 2, 2.5E-05, 0, -0.00027542, 1.35988, 0.0002503
DataValue, 2.02, 2.5E-05, 0, -0.00027554, 1.3615199999999998, 0.00024974000000000003
DataValue, 2.04, 2.5E-05, 0, -0.00027584, 1.36184, 0.00025028
DataValue, 2.06, 2.5E-05, 0, -0.0002751, 1.36328, 0.00025022
DataValue, 2.08, 2.5E-05, 0, -0.00027536, 1.36392, 0.00025024
DataValue, 2.1, 2.5E-05, 0, -0.0002754, 1.3655199999999998, 0.0002505
DataValue, 2.12, 2.5E-05, 0, -0.00027588, 1.3666, 0.00025098000000000004
DataValue, 2.14, 2.5E-05, 0, -0.00027584, 1.36712, 0.00025106
DataValue, 2.16, 2.5E-05, 0, -0.00027580000000000004, 1.36828, 0.00025096
DataValue, 2.18, 2.5E-05, 0, -0.00027594, 1.36916, 0.00025092
DataValue, 2.2, 2.5E-05, 0, -0.00027602000000000003, 1.37072, 0.00025186
DataValue, 2.22, 2.5E-05, 0, -0.0002763, 1.37092, 0.00025126
DataValue, 2.24, 2.5E-05, 0, -0.0002766, 1.3728799999999999, 0.00025140000000000004
DataValue, 2.2600000000000002, 2.5E-05, 0, -0.0002765, 1.37452, 0.00025154
DataValue, 2.2800000000000002, 2.5E-05, 0, -0.0002768, 1.37512, 0.00025188
DataValue, 2.3000000000000003, 2.5E-05, 0, -0.00027716000000000004, 1.37636, 0.00025216
DataValue, 2.32, 2.5E-05, 0, -0.00027722, 1.37756, 0.00025212
DataValue, 2.34, 2.5E-05, 0, -0.00027776, 1.3786399999999999, 0.00025258
DataValue, 2.36, 2.5E-05, 0, -0.0002776, 1.3801999999999999, 0.00025256000000000003
DataValue, 2.38, 2.5E-05, 0, -0.00027788000000000004, 1.38156, 0.00025286000000000004
DataValue, 2.4, 2.5E-05, 0, -0.00027818, 1.3828399999999999, 0.00025302
DataValue, 2.42, 2.5E-05, 0, -0.00027854, 1.38404, 0.00025338
DataValue, 2.44, 2.5E-05, 0, -0.00027854, 1.38544, 0.00025374
DataValue, 2.46, 2.5E-05, 0, -0.00027892, 1.38652, 0.00025404000000000003
DataValue, 2.48, 2.5E-05, 0, -0.00027888, 1.3875199999999999, 0.00025402000000000004
DataValue, 2.5, 2.5E-05, 0, -0.00027946000000000004, 1.3888, 0.00025432
DataValue, 2.52, 2.5E-05, 0, -0.00028006, 1.39044, 0.00025472
DataValue, 2.54, 2.5E-05, 0, -0.0002796, 1.3915199999999999, 0.00025492
DataValue, 2.56, 2.5E-05, 0, -0.00028028, 1.39296, 0.00025548000000000004
DataValue, 2.58, 2.5E-05, 0, -0.00028026, 1.39456, 0.00025576
DataValue, 2.6, 2.5E-05, 0, -0.00028084000000000003, 1.3966399999999999, 0.00025554
DataValue, 2.62, 2.5E-05, 0, -0.000281, 1.39812, 0.00025628
DataValue, 2.64, 2.5E-05, 0, -0.00028142, 1.39944, 0.00025688
DataValue, 2.66, 2.5E-05, 0, -0.00028194, 1.4008399999999999, 0.00025686000000000003
DataValue, 2.68, 2.5E-05, 0, -0.00028242, 1.40248, 0.00025746
DataValue, 2.7, 2.5E-05, 0, -0.00028274, 1.4037199999999999, 0.00025780000000000003
DataValue, 2.72, 2.5E-05, 0, -0.00028266, 1.40516, 0.00025806
DataValue, 2.74, 2.5E-05, 0, -0.00028318, 1.4063999999999999, 0.00025814
DataValue, 2.7600000000000002, 2.5E-05, 0, -0.00028342, 1.4079599999999999, 0.0002585
DataValue, 2.7800000000000002, 2.5E-05, 0, -0.00028398000000000003, 1.40944, 0.00025904000000000004
DataValue, 2.8000000000000003, 2.5E-05, 0, -0.00028448000000000004, 1.4118, 0.00025944
DataValue, 2.82, 2.5E-05, 0, -0.00028478, 1.4127999999999998, 0.00025976
DataValue, 2.84, 2.5E-05, 0, -0.0002858, 1.415, 0.00026008
DataValue, 2.86, 2.5E-05, 0, -0.00028586000000000003, 1.41648, 0.00026098
DataValue, 2.88, 2.5E-05, 0, -0.00028598, 1.4181599999999999, 0.00026132
DataValue, 2.9, 2.5E-05, 0, -0.00028672, 1.4202, 0.00026176000000000004
DataValue, 2.92, 2.5E-05, 0, -0.00028716, 1.42176, 0.00026210000000000003
DataValue, 2.94, 2.5E-05, 0, -0.00028788, 1.4234, 0.00026308
DataValue, 2.96, 2.5E-05, 0, -0.00028854, 1.42512, 0.00026344000000000004
DataValue, 2.98, 2.5E-05, 0, -0.00028892, 1.4270399999999999, 0.00026376000000000004
DataValue, 3, 2.5E-05, 0, -0.0002896, 1.42912, 0.00026514
DataValue, 3.02, 2.5E-05, 0, -0.00029064, 1.4312, 0.0002653
DataValue, 3.04, 2.5E-05, 0, -0.00029106, 1.43356, 0.00026588
DataValue, 3.06, 2.5E-05, 0, -0.00029158, 1.4352399999999999, 0.00026648000000000004
DataValue, 3.08, 2.5E-05, 0, -0.0002921, 1.43752, 0.00026692
DataValue, 3.1, 2.5E-05, 0, -0.00029296000000000004, 1.4401199999999998, 0.00026796000000000003
DataValue, 3.12, 2.5E-05, 0, -0.00029374, 1.44156, 0.0002686
DataValue, 3.14, 2.5E-05, 0, -0.00029448, 1.4439199999999999, 0.00026956
DataValue, 3.16, 2.5E-05, 0, -0.00029512, 1.44604, 0.00027016000000000003
DataValue, 3.18, 2.5E-05, 0, -0.00029622000000000003, 1.44772, 0.00027108000000000004
DataValue, 3.2, 2.5E-05, 0, -0.00029716000000000003, 1.45064, 0.00027198
DataValue, 3.22, 2.5E-05, 0, -0.0002977, 1.4536, 0.00027288000000000003
DataValue, 3.24, 2.5E-05, 0, -0.00029846, 1.45624, 0.00027374
DataValue, 3.2600000000000002, 2.5E-05, 0, -0.00030012, 1.45896, 0.00027496000000000004
DataValue, 3.2800000000000002, 2.5E-05, 0, -0.00030062000000000003, 1.46048, 0.00027580000000000004
DataValue, 3.3000000000000003, 2.5E-05, 0, -0.0003017, 1.4638, 0.00027692
DataValue, 3.3200000000000003, 2.5E-05, 0, -0.00030296, 1.46596, 0.00027792
DataValue, 3.34, 2.5E-05, 0, -0.0003039, 1.46888, 0.00027904000000000004
DataValue, 3.36, 2.5E-05, 0, -0.00030522000000000004, 1.47104, 0.00027996
DataValue, 3.38, 2.5E-05, 0, -0.00030634, 1.4742, 0.00028144000000000004
DataValue, 3.4, 2.5E-05, 0, -0.00030782000000000004, 1.4758, 0.00028246
DataValue, 3.42, 2.5E-05, 0, -0.0003088, 1.4794399999999999, 0.00028394
DataValue, 3.44, 2.5E-05, 0, -0.0003102, 1.48248, 0.00028538
DataValue, 3.46, 2.5E-05, 0, -0.00031196, 1.4849599999999998, 0.00028702
DataValue, 3.48, 2.5E-05, 0, -0.00031286000000000004, 1.48796, 0.00028842
DataValue, 3.5, 2.5E-05, 0, -0.00031472, 1.49124, 0.00028984000000000003
DataValue, 3.52, 2.5E-05, 0, -0.00031682000000000005, 1.4944, 0.00029162000000000003
DataValue, 3.54, 2.5E-05, 0, -0.00031798000000000004, 1.4973999999999998, 0.00029308000000000003
DataValue, 3.56, 2.5E-05, 0, -0.00031968000000000003, 1.5003199999999999, 0.00029474000000000004
DataValue, 3.58, 2.5E-05, 0, -0.00032172, 1.5036399999999999, 0.00029656
DataValue, 3.6, 2.5E-05, 0, -0.00032354000000000004, 1.50664, 0.00029834
DataValue, 3.62, 2.5E-05, 0, -0.00032526, 1.51056, 0.00030036
DataValue, 3.64, 2.5E-05, 0, -0.00032734, 1.5138, 0.0003021
DataValue, 3.66, 2.5E-05, 0, -0.00032926, 1.5173999999999999, 0.00030418000000000003
DataValue, 3.68, 2.5E-05, 0, -0.00033120000000000003, 1.52104, 0.00030674
DataValue, 3.7, 2.5E-05, 0, -0.00033338000000000004, 1.52504, 0.00030852
DataValue, 3.72, 2.5E-05, 0, -0.00033610000000000004, 1.52836, 0.00031122
DataValue, 3.74, 2.5E-05, 0, -0.00033798000000000004, 1.53308, 0.000313
DataValue, 3.7600000000000002, 2.5E-05, 0, -0.00034052, 1.53704, 0.00031528000000000003
DataValue, 3.7800000000000002, 2.5E-05, 0, -0.00034328, 1.54132, 0.0003176
DataValue, 3.8000000000000003, 2.5E-05, 0, -0.00034540000000000005, 1.5452, 0.00032048
DataValue, 3.8200000000000003, 2.5E-05, 0, -0.00034832, 1.54904, 0.00032316
DataValue, 3.84, 2.5E-05, 0, -0.0003512, 1.55308, 0.00032602
DataValue, 3.86, 2.5E-05, 0, -0.00035424, 1.5575999999999999, 0.00032900000000000003
DataValue, 3.88, 2.5E-05, 0, -0.00035632000000000003, 1.5617999999999999, 0.00033182000000000003
DataValue, 3.9, 2.5E-05, 0, -0.00035944000000000004, 1.56676, 0.00033442000000000004
DataValue, 3.92, 2.5E-05, 0, -0.00036286, 1.5715999999999999, 0.00033804
DataValue, 3.94, 2.5E-05, 0, -0.00036540000000000005, 1.57628, 0.00034068
DataValue, 3.96, 2.5E-05, 0, -0.00036918000000000004, 1.5808799999999998, 0.0003441
DataValue, 3.98, 2.5E-05, 0, -0.00037214, 1.58592, 0.00034730000000000004
DataValue, 4, 2.5E-05, 0, -0.00037556000000000004, 1.5908799999999999, 0.0003509
DataValue, 0, 5E-05, 0, -2.9606E-09, 0.1986, -4.9994E-05
DataValue, 0.02, 5E-05, 0, 1.8362E-09, 0.2166, -4.9998000000000005E-05
DataValue, 0.04, 5E-05, 0, -2.8685999999999998E-09, 0.23864, -4.9998000000000005E-05
DataValue, 0.06, 5E-05, 0, -2.7589E-09, 0.25844, -4.9966E-05
DataValue, 0.08, 5E-05, 0, -3.1414E-09, 0.28096, -4.9992000000000005E-05
